GAME_ID,GAME_DATE,HOME,HOME_WIN,HOME_PTS,AWAY,AWAY_WL,AWAY_PTS,HOME_GP,AWAY_GP,HOME_GAMES_WON,AWAY_GAMES_WON,HOME_WIN_PCT,AWAY_WIN_PCT,HOME_AVG_PTS,AWAY_AVG_PTS,HOME_LAST5_WIN,HOME_REST_DAYS,AWAY_LAST5_WIN,AWAY_REST_DAYS,SEASON
21400016,2014-10-30,ORL,0,98,WAS,1,105,1,1,0,0,0.0,0.0,84.0,95.0,0.0,2.0,0.0,1.0,2014-15
21400017,2014-10-30,MIN,1,97,DET,0,91,1,1,0,0,0.0,0.0,101.0,79.0,0.0,1.0,0.0,1.0,2014-15
21400019,2014-10-30,DAL,1,120,UTA,0,102,1,1,0,0,0.0,0.0,100.0,93.0,0.0,2.0,0.0,1.0,2014-15
21400021,2014-10-31,IND,0,89,MEM,1,97,1,1,1,1,1.0,1.0,103.0,105.0,1.0,2.0,1.0,2.0,2014-15
21400022,2014-10-31,CHI,0,108,CLE,1,114,1,1,1,0,1.0,0.0,104.0,90.0,1.0,2.0,0.0,1.0,2014-15
21400023,2014-10-31,MIL,1,93,PHI,0,81,1,1,0,0,0.0,0.0,106.0,91.0,0.0,2.0,0.0,2.0,2014-15
21400024,2014-10-31,PHX,1,94,SAS,0,89,1,1,1,1,1.0,1.0,119.0,101.0,1.0,2.0,1.0,3.0,2014-15
21400025,2014-10-31,SAC,1,103,POR,0,94,1,1,0,1,0.0,1.0,77.0,106.0,0.0,2.0,1.0,2.0,2014-15
21400026,2014-10-31,LAL,0,111,LAC,1,118,2,1,0,1,0.0,1.0,94.5,93.0,0.0,2.0,1.0,1.0,2014-15
21400027,2014-11-01,NOP,0,104,DAL,1,109,1,2,1,1,1.0,0.5,101.0,110.0,1.0,4.0,0.5,2.0,2014-15
21400028,2014-11-01,CHA,0,69,MEM,1,71,1,2,1,2,1.0,1.0,108.0,101.0,1.0,3.0,1.0,1.0,2014-15
21400029,2014-11-01,ORL,0,95,TOR,1,108,2,1,0,1,0.0,1.0,91.0,109.0,0.0,2.0,1.0,3.0,2014-15
21400030,2014-11-01,PHI,0,96,MIA,1,114,2,1,0,1,0.0,1.0,86.0,107.0,0.0,1.0,1.0,3.0,2014-15
21400031,2014-11-01,WAS,1,108,MIL,0,97,2,2,1,1,0.5,0.5,100.0,99.5,0.5,2.0,0.5,1.0,2014-15
21400032,2014-11-01,ATL,1,102,IND,0,92,1,2,0,1,0.0,0.5,102.0,96.0,0.0,3.0,0.5,1.0,2014-15
21400033,2014-11-01,DET,0,90,BKN,1,102,2,1,0,0,0.0,0.0,85.0,105.0,0.0,2.0,0.0,3.0,2014-15
21400034,2014-11-01,HOU,1,104,BOS,0,90,2,1,2,1,1.0,1.0,106.0,121.0,1.0,3.0,1.0,3.0,2014-15
21400035,2014-11-01,MIN,0,105,CHI,1,106,2,2,1,1,0.5,0.5,99.0,106.0,0.5,2.0,0.5,1.0,2014-15
21400036,2014-11-01,OKC,1,102,DEN,0,91,2,1,0,1,0.0,1.0,89.5,89.0,0.0,2.0,1.0,3.0,2014-15
21400037,2014-11-01,UTA,1,118,PHX,0,91,2,2,0,2,0.0,1.0,97.5,106.5,0.0,2.0,1.0,1.0,2014-15
21400038,2014-11-01,GSW,1,127,LAL,0,104,1,3,1,0,1.0,0.0,95.0,100.0,1.0,3.0,0.0,1.0,2014-15
21400039,2014-11-02,LAC,0,92,SAC,1,98,2,2,2,1,1.0,0.5,105.5,90.0,1.0,2.0,0.5,2.0,2014-15
21400040,2014-11-02,MIA,1,107,TOR,0,102,2,2,2,2,1.0,1.0,110.5,108.5,1.0,1.0,1.0,1.0,2014-15
21400041,2014-11-02,NYK,1,96,CHA,0,93,2,2,1,1,0.5,0.5,87.5,88.5,0.5,3.0,0.5,1.0,2014-15
21400042,2014-11-02,POR,0,90,GSW,1,95,2,2,1,2,0.5,1.0,100.0,111.0,0.5,2.0,1.0,1.0,2014-15
21400043,2014-11-03,PHI,0,93,HOU,1,104,3,3,0,3,0.0,1.0,89.33333333333333,105.33333333333331,0.0,2.0,1.0,2.0,2014-15
21400044,2014-11-03,BKN,1,116,OKC,0,85,2,3,1,1,0.5,0.3333333333333333,103.5,93.66666666666669,0.5,2.0,0.333,2.0,2014-15
21400045,2014-11-03,MEM,1,93,NOP,0,81,3,2,3,1,1.0,0.5,91.0,102.5,1.0,2.0,0.5,2.0,2014-15
21400046,2014-11-03,DAL,1,118,BOS,0,113,3,2,2,1,0.6666666666666666,0.5,109.66666666666669,105.5,0.667,2.0,0.5,2.0,2014-15
21400047,2014-11-03,DEN,0,105,SAC,1,110,2,3,1,2,0.5,0.6666666666666666,90.0,92.66666666666669,0.5,2.0,0.667,1.0,2014-15
21400048,2014-11-03,LAC,1,107,UTA,0,101,3,3,2,1,0.6666666666666666,0.3333333333333333,101.0,104.33333333333331,0.667,1.0,0.333,2.0,2014-15
21400049,2014-11-04,IND,0,81,MIL,1,87,3,3,1,1,0.3333333333333333,0.3333333333333333,94.66666666666669,98.66666666666669,0.333,3.0,0.333,3.0,2014-15
21400050,2014-11-04,MIA,0,91,HOU,1,108,3,4,3,4,1.0,1.0,109.33333333333331,105.0,1.0,2.0,1.0,1.0,2014-15
21400051,2014-11-04,NYK,0,83,WAS,1,98,3,3,2,2,0.6666666666666666,0.6666666666666666,90.33333333333331,102.66666666666669,0.667,2.0,0.667,3.0,2014-15
21400052,2014-11-04,TOR,1,100,OKC,0,88,3,4,2,1,0.6666666666666666,0.25,106.33333333333331,91.5,0.667,2.0,0.25,1.0,2014-15
21400053,2014-11-04,CHI,1,98,ORL,0,90,3,3,2,0,0.6666666666666666,0.0,106.0,92.33333333333331,0.667,3.0,0.0,3.0,2014-15
21400054,2014-11-04,NOP,1,100,CHA,0,91,3,3,1,1,0.3333333333333333,0.3333333333333333,95.33333333333331,90.0,0.333,1.0,0.333,2.0,2014-15
21400055,2014-11-04,POR,1,101,CLE,0,82,3,2,1,1,0.3333333333333333,0.5,96.66666666666669,102.0,0.333,2.0,0.5,4.0,2014-15
21400056,2014-11-04,LAL,0,106,PHX,1,112,4,3,0,2,0.0,0.6666666666666666,101.0,101.33333333333331,0.0,3.0,0.667,3.0,2014-15
21400057,2014-11-05,CHA,1,96,MIA,0,89,4,4,1,3,0.25,0.75,90.25,104.75,0.25,1.0,0.75,1.0,2014-15
21400058,2014-11-05,PHI,0,89,ORL,1,91,4,4,0,0,0.0,0.0,90.25,91.75,0.0,2.0,0.0,1.0,2014-15
21400059,2014-11-05,BOS,0,107,TOR,1,110,3,4,1,3,0.3333333333333333,0.75,108.0,104.75,0.333,2.0,0.75,1.0,2014-15
21400060,2014-11-05,BKN,0,91,MIN,1,98,3,3,2,1,0.6666666666666666,0.3333333333333333,107.66666666666669,101.0,0.667,2.0,0.333,4.0,2014-15
21400061,2014-11-05,DET,1,98,NYK,0,95,3,4,0,2,0.0,0.5,86.66666666666667,88.5,0.0,4.0,0.5,1.0,2014-15
21400062,2014-11-05,MIL,0,86,CHI,1,95,4,4,2,3,0.5,0.75,95.75,104.0,0.5,1.0,0.75,1.0,2014-15
21400063,2014-11-05,WAS,1,96,IND,0,94,4,4,3,1,0.75,0.25,101.5,91.25,0.75,1.0,0.25,1.0,2014-15
21400064,2014-11-05,SAS,1,94,ATL,0,92,2,2,1,1,0.5,0.5,95.0,102.0,0.5,5.0,0.5,4.0,2014-15
21400065,2014-11-05,PHX,0,91,MEM,1,102,4,4,3,4,0.75,1.0,104.0,91.5,0.75,1.0,1.0,2.0,2014-15
21400066,2014-11-05,UTA,1,102,CLE,0,100,4,3,1,1,0.25,0.3333333333333333,103.5,95.33333333333331,0.25,2.0,0.333,1.0,2014-15
21400067,2014-11-05,SAC,1,131,DEN,0,109,4,3,3,1,0.75,0.3333333333333333,97.0,95.0,0.75,2.0,0.333,2.0,2014-15
21400068,2014-11-05,GSW,1,121,LAC,0,104,3,4,3,3,1.0,0.75,105.66666666666669,102.5,1.0,3.0,0.75,2.0,2014-15
21400069,2014-11-06,HOU,1,98,SAS,0,81,5,3,5,2,1.0,0.6666666666666666,105.6,94.66666666666669,1.0,2.0,0.667,1.0,2014-15
21400070,2014-11-06,POR,1,108,DAL,0,87,4,4,2,3,0.5,0.75,97.75,111.75,0.5,2.0,0.75,3.0,2014-15
21400071,2014-11-07,CHA,1,122,ATL,0,119,5,3,2,1,0.4,0.3333333333333333,91.4,98.66666666666669,0.4,2.0,0.333,2.0,2014-15
21400072,2014-11-07,ORL,1,112,MIN,0,103,5,4,1,2,0.2,0.5,91.6,100.25,0.2,2.0,0.5,2.0,2014-15
21400073,2014-11-07,PHI,0,115,CHI,1,118,5,5,0,4,0.0,0.8,90.0,102.2,0.0,2.0,0.8,2.0,2014-15
21400074,2014-11-07,BOS,1,101,IND,0,98,4,5,1,1,0.25,0.2,107.75,91.8,0.25,2.0,0.2,2.0,2014-15
21400075,2014-11-07,BKN,1,110,NYK,0,99,4,5,2,2,0.5,0.4,103.5,89.8,0.5,2.0,0.4,2.0,2014-15
21400076,2014-11-07,DET,1,98,MIL,0,95,4,5,1,2,0.25,0.4,89.5,93.8,0.25,2.0,0.4,2.0,2014-15
21400077,2014-11-07,TOR,1,103,WAS,0,84,5,5,4,4,0.8,0.8,105.8,100.4,0.8,2.0,0.8,2.0,2014-15
21400078,2014-11-07,OKC,0,89,MEM,1,91,5,5,1,5,0.2,1.0,90.8,93.6,0.2,3.0,1.0,2.0,2014-15
21400079,2014-11-07,PHX,0,112,SAC,1,114,5,5,3,4,0.6,0.8,101.4,103.8,0.6,2.0,0.8,2.0,2014-15
21400080,2014-11-07,UTA,0,82,DAL,1,105,5,5,2,3,0.4,0.6,103.2,106.8,0.4,2.0,0.6,1.0,2014-15
21400081,2014-11-07,DEN,0,101,CLE,1,110,4,4,1,1,0.25,0.25,98.5,96.5,0.25,2.0,0.25,2.0,2014-15
21400082,2014-11-08,LAC,1,106,POR,0,102,5,5,3,3,0.6,0.6,102.8,99.8,0.6,3.0,0.6,2.0,2014-15
21400083,2014-11-08,IND,0,90,WAS,1,97,6,6,1,4,0.1666666666666666,0.6666666666666666,92.83333333333331,97.66666666666669,0.0,1.0,0.8,1.0,2014-15
21400084,2014-11-08,ATL,1,103,NYK,0,96,4,6,1,2,0.25,0.3333333333333333,103.75,91.33333333333331,0.25,1.0,0.4,1.0,2014-15
21400085,2014-11-08,MIA,1,102,MIN,0,92,5,5,3,2,0.6,0.4,101.6,100.8,0.6,3.0,0.4,1.0,2014-15
21400086,2014-11-08,CHI,0,101,BOS,1,106,6,5,5,2,0.8333333333333334,0.4,104.83333333333331,106.4,0.8,1.0,0.4,1.0,2014-15
21400087,2014-11-08,HOU,0,87,GSW,1,98,6,4,6,4,1.0,1.0,104.33333333333331,109.5,1.0,2.0,1.0,3.0,2014-15
21400088,2014-11-08,MIL,1,93,MEM,0,92,6,6,2,6,0.3333333333333333,1.0,94.0,93.16666666666669,0.4,1.0,1.0,1.0,2014-15
21400089,2014-11-08,SAS,0,99,NOP,1,100,4,4,2,2,0.5,0.5,91.25,96.5,0.5,2.0,0.5,4.0,2014-15
21400090,2014-11-09,BKN,1,104,ORL,0,96,5,6,3,2,0.6,0.3333333333333333,104.8,95.0,0.6,2.0,0.4,2.0,2014-15
21400091,2014-11-09,DET,0,96,UTA,1,97,5,6,2,2,0.4,0.3333333333333333,91.2,99.66666666666669,0.4,2.0,0.4,2.0,2014-15
21400092,2014-11-09,OKC,1,101,SAC,0,93,6,6,1,5,0.1666666666666666,0.8333333333333334,90.5,105.5,0.2,2.0,1.0,2.0,2014-15
21400093,2014-11-09,TOR,1,120,PHI,0,88,6,6,5,0,0.8333333333333334,0.0,105.33333333333331,94.16666666666669,0.8,2.0,0.0,2.0,2014-15
21400094,2014-11-09,DAL,0,96,MIA,1,105,6,6,4,4,0.6666666666666666,0.6666666666666666,106.5,101.66666666666669,0.8,2.0,0.6,1.0,2014-15
21400095,2014-11-09,PHX,1,107,GSW,0,95,6,5,3,5,0.5,1.0,103.16666666666669,107.2,0.4,2.0,1.0,1.0,2014-15
21400096,2014-11-09,POR,1,116,DEN,0,100,6,5,3,1,0.5,0.2,100.16666666666669,99.0,0.4,1.0,0.2,2.0,2014-15
21400097,2014-11-09,LAL,1,107,CHA,0,92,5,6,0,3,0.0,0.5,102.0,96.5,0.0,5.0,0.4,2.0,2014-15
21400098,2014-11-10,CLE,1,118,NOP,0,111,5,5,2,3,0.4,0.6,99.2,97.2,0.4,3.0,0.6,2.0,2014-15
21400099,2014-11-10,IND,1,97,UTA,0,86,7,7,1,3,0.1428571428571428,0.4285714285714285,92.42857142857144,99.28571428571428,0.0,2.0,0.6,1.0,2014-15
21400100,2014-11-10,NYK,0,85,ATL,1,91,7,5,2,2,0.2857142857142857,0.4,92.0,103.6,0.2,2.0,0.4,2.0,2014-15
21400101,2014-11-10,CHI,1,102,DET,0,91,7,6,5,2,0.7142857142857143,0.3333333333333333,104.28571428571428,92.0,0.8,2.0,0.4,1.0,2014-15
21400102,2014-11-10,LAC,0,85,SAS,1,89,6,5,4,2,0.6666666666666666,0.4,103.33333333333331,92.8,0.6,2.0,0.4,2.0,2014-15
21400103,2014-11-11,TOR,1,104,ORL,0,100,7,7,6,2,0.8571428571428571,0.2857142857142857,107.42857142857144,95.14285714285714,0.8,2.0,0.4,2.0,2014-15
21400104,2014-11-11,MEM,1,107,LAL,0,102,7,6,6,1,0.8571428571428571,0.1666666666666666,93.0,102.83333333333331,0.8,3.0,0.2,2.0,2014-15
21400105,2014-11-11,MIL,1,85,OKC,0,78,7,7,3,2,0.4285714285714285,0.2857142857142857,93.85714285714286,92.0,0.4,3.0,0.4,2.0,2014-15
21400106,2014-11-11,DAL,1,106,SAC,0,98,7,7,4,5,0.5714285714285714,0.7142857142857143,105.0,103.71428571428572,0.6,2.0,0.8,2.0,2014-15
21400107,2014-11-11,POR,1,102,CHA,0,100,7,7,4,3,0.5714285714285714,0.4285714285714285,102.42857142857144,95.85714285714286,0.6,2.0,0.4,2.0,2014-15
21400108,2014-11-11,GSW,0,100,SAS,1,113,6,6,5,3,0.8333333333333334,0.5,105.16666666666669,92.16666666666669,0.8,2.0,0.4,1.0,2014-15
21400109,2014-11-12,WAS,1,107,DET,0,103,7,7,5,2,0.7142857142857143,0.2857142857142857,97.57142857142856,91.85714285714286,0.8,4.0,0.4,2.0,2014-15
21400110,2014-11-12,ATL,1,100,UTA,0,97,6,8,3,3,0.5,0.375,101.5,97.625,0.6,2.0,0.4,2.0,2014-15
21400111,2014-11-12,BOS,0,94,OKC,1,109,6,8,3,2,0.5,0.25,106.33333333333331,90.25,0.4,4.0,0.2,1.0,2014-15
21400112,2014-11-12,MIA,0,75,IND,1,81,7,8,5,2,0.7142857142857143,0.25,102.14285714285714,93.0,0.6,3.0,0.2,2.0,2014-15
21400113,2014-11-12,NYK,0,95,ORL,1,97,8,8,2,2,0.25,0.25,91.125,95.75,0.0,2.0,0.4,1.0,2014-15
21400114,2014-11-12,NOP,1,109,LAL,0,102,6,7,3,1,0.5,0.1428571428571428,99.5,102.71428571428572,0.4,2.0,0.2,1.0,2014-15
21400115,2014-11-12,DEN,0,113,POR,1,130,6,8,1,5,0.1666666666666666,0.625,99.16666666666669,102.375,0.0,3.0,0.8,1.0,2014-15
21400116,2014-11-12,PHX,1,112,BKN,0,104,7,6,4,4,0.5714285714285714,0.6666666666666666,103.71428571428572,104.66666666666669,0.4,3.0,0.8,3.0,2014-15
21400117,2014-11-12,MIN,0,101,HOU,1,113,6,7,2,6,0.3333333333333333,0.8571428571428571,99.33333333333331,101.85714285714286,0.4,4.0,0.8,4.0,2014-15
21400118,2014-11-13,MEM,1,111,SAC,0,110,8,8,7,5,0.875,0.625,94.75,103.0,0.8,2.0,0.6,2.0,2014-15
21400119,2014-11-13,TOR,0,93,CHI,1,100,8,8,7,6,0.875,0.75,107.0,104.0,1.0,2.0,0.8,3.0,2014-15
21400120,2014-11-13,DAL,1,123,PHI,0,70,8,7,5,0,0.625,0.0,105.125,93.28571428571428,0.6,2.0,0.0,4.0,2014-15
21400121,2014-11-13,GSW,1,107,BKN,0,99,7,7,5,4,0.7142857142857143,0.5714285714285714,104.42857142857144,104.57142857142856,0.6,2.0,0.6,1.0,2014-15
21400122,2014-11-14,IND,0,87,DEN,1,108,9,7,3,1,0.3333333333333333,0.1428571428571428,91.66666666666669,101.14285714285714,0.4,2.0,0.0,2.0,2014-15
21400123,2014-11-14,ORL,1,101,MIL,0,85,9,8,3,4,0.3333333333333333,0.5,95.88888888888889,92.75,0.6,2.0,0.6,3.0,2014-15
21400124,2014-11-14,ATL,1,114,MIA,0,103,7,8,4,5,0.5714285714285714,0.625,101.28571428571428,98.75,0.6,2.0,0.4,2.0,2014-15
21400125,2014-11-14,BOS,0,121,CLE,1,122,7,6,3,3,0.4285714285714285,0.5,104.57142857142856,102.33333333333331,0.4,2.0,0.6,4.0,2014-15
21400126,2014-11-14,NYK,0,100,UTA,1,102,9,9,2,3,0.2222222222222222,0.3333333333333333,91.55555555555556,97.55555555555556,0.0,2.0,0.4,2.0,2014-15
21400127,2014-11-14,HOU,1,88,PHI,0,87,8,8,7,0,0.875,0.0,103.25,90.375,0.8,2.0,0.0,1.0,2014-15
21400128,2014-11-14,NOP,1,139,MIN,0,91,7,7,4,2,0.5714285714285714,0.2857142857142857,100.85714285714286,99.57142857142856,0.6,2.0,0.2,2.0,2014-15
21400129,2014-11-14,OKC,0,89,DET,1,96,9,8,3,2,0.3333333333333333,0.25,92.33333333333331,93.25,0.4,2.0,0.4,2.0,2014-15
21400130,2014-11-14,PHX,0,95,CHA,1,103,8,8,5,3,0.625,0.375,104.75,96.375,0.6,2.0,0.4,3.0,2014-15
21400131,2014-11-14,LAL,0,80,SAS,1,93,8,7,1,4,0.125,0.5714285714285714,102.625,95.14285714285714,0.2,2.0,0.6,3.0,2014-15
21400132,2014-11-15,WAS,1,98,ORL,0,93,8,10,6,4,0.75,0.4,98.75,96.4,0.8,3.0,0.6,1.0,2014-15
21400133,2014-11-15,CLE,1,127,ATL,0,94,7,8,4,5,0.5714285714285714,0.625,105.14285714285714,102.875,0.6,1.0,0.8,1.0,2014-15
21400134,2014-11-15,TOR,1,111,UTA,0,93,9,10,7,4,0.7777777777777778,0.4,105.44444444444444,98.0,0.8,2.0,0.4,1.0,2014-15
21400135,2014-11-15,CHI,0,90,IND,1,99,9,10,7,3,0.7777777777777778,0.3,103.55555555555556,91.2,0.8,2.0,0.4,1.0,2014-15
21400136,2014-11-15,MEM,1,95,DET,0,88,9,9,8,3,0.8888888888888888,0.3333333333333333,96.55555555555556,93.55555555555556,0.8,2.0,0.4,1.0,2014-15
21400137,2014-11-15,DAL,1,131,MIN,0,117,9,8,6,2,0.6666666666666666,0.25,107.11111111111111,98.5,0.6,2.0,0.2,1.0,2014-15
21400138,2014-11-15,POR,1,97,BKN,0,87,9,8,6,4,0.6666666666666666,0.5,105.44444444444444,103.875,0.8,3.0,0.4,2.0,2014-15
21400139,2014-11-15,SAC,1,94,SAS,0,91,9,8,5,5,0.5555555555555556,0.625,103.77777777777776,94.875,0.4,2.0,0.6,1.0,2014-15
21400140,2014-11-15,GSW,1,112,CHA,0,87,8,9,6,4,0.75,0.4444444444444444,104.75,97.11111111111111,0.6,2.0,0.6,1.0,2014-15
21400141,2014-11-15,LAC,1,120,PHX,0,107,7,9,4,5,0.5714285714285714,0.5555555555555556,100.71428571428572,103.66666666666669,0.4,5.0,0.4,1.0,2014-15
21400142,2014-11-16,NYK,1,109,DEN,0,93,10,8,2,2,0.2,0.25,92.4,102.0,0.0,2.0,0.2,2.0,2014-15
21400143,2014-11-16,MIA,0,84,MIL,1,91,9,9,5,4,0.5555555555555556,0.4444444444444444,99.22222222222224,91.88888888888889,0.4,2.0,0.4,2.0,2014-15
21400144,2014-11-16,OKC,0,65,HOU,1,69,10,9,3,8,0.3,0.8888888888888888,92.0,101.55555555555556,0.4,2.0,0.8,2.0,2014-15
21400145,2014-11-16,LAL,0,115,GSW,1,136,9,9,1,7,0.1111111111111111,0.7777777777777778,100.11111111111111,105.55555555555556,0.2,2.0,0.6,1.0,2014-15
21400146,2014-11-17,CHA,0,80,DAL,1,107,10,10,4,7,0.4,0.7,96.1,109.5,0.4,2.0,0.8,2.0,2014-15
21400147,2014-11-17,CLE,0,97,DEN,1,106,8,9,5,2,0.625,0.2222222222222222,107.875,101.0,0.8,2.0,0.2,1.0,2014-15
21400148,2014-11-17,BOS,0,114,PHX,1,118,8,10,3,5,0.375,0.5,106.625,104.0,0.4,3.0,0.4,2.0,2014-15
21400149,2014-11-17,BKN,0,83,MIA,1,95,9,10,4,5,0.4444444444444444,0.5,102.0,97.7,0.4,2.0,0.4,1.0,2014-15
21400150,2014-11-17,DET,0,93,ORL,1,107,10,11,3,4,0.3,0.3636363636363636,93.0,96.0909090909091,0.2,2.0,0.4,2.0,2014-15
21400151,2014-11-17,MEM,1,119,HOU,0,93,10,10,9,9,0.9,0.9,96.4,98.3,0.8,2.0,0.8,1.0,2014-15
21400152,2014-11-17,SAS,1,100,PHI,0,75,9,9,5,0,0.5555555555555556,0.0,94.44444444444444,90.0,0.6,2.0,0.0,3.0,2014-15
21400153,2014-11-17,POR,1,102,NOP,0,93,10,8,7,5,0.7,0.625,104.6,105.625,0.8,2.0,0.8,3.0,2014-15
21400154,2014-11-17,LAC,0,89,CHI,1,105,8,10,5,7,0.625,0.7,103.125,102.2,0.6,2.0,0.6,2.0,2014-15
21400155,2014-11-18,ATL,0,109,LAL,1,114,9,10,5,1,0.5555555555555556,0.1,101.88888888888889,101.6,0.8,3.0,0.2,2.0,2014-15
21400156,2014-11-18,MIL,1,117,NYK,0,113,10,11,5,3,0.5,0.2727272727272727,91.8,93.9090909090909,0.6,2.0,0.2,2.0,2014-15
21400157,2014-11-18,UTA,1,98,OKC,0,81,11,11,4,3,0.3636363636363636,0.2727272727272727,97.54545454545456,89.54545454545455,0.4,3.0,0.4,2.0,2014-15
21400158,2014-11-18,SAC,0,100,NOP,1,106,10,9,6,5,0.6,0.5555555555555556,102.8,104.22222222222224,0.4,3.0,0.6,1.0,2014-15
21400159,2014-11-19,CLE,0,90,SAS,1,92,9,10,5,6,0.5555555555555556,0.6,106.66666666666669,95.0,0.8,2.0,0.8,2.0,2014-15
21400160,2014-11-19,IND,1,88,CHA,0,86,11,11,4,4,0.3636363636363636,0.3636363636363636,91.9090909090909,94.63636363636364,0.6,4.0,0.2,2.0,2014-15
21400161,2014-11-19,ORL,0,90,LAC,1,114,12,9,5,5,0.4166666666666667,0.5555555555555556,97.0,101.55555555555556,0.6,2.0,0.4,2.0,2014-15
21400162,2014-11-19,PHI,0,90,BOS,1,101,10,9,0,3,0.0,0.3333333333333333,88.5,107.44444444444444,0.0,2.0,0.4,2.0,2014-15
21400163,2014-11-19,WAS,0,102,DAL,1,105,9,11,7,8,0.7777777777777778,0.7272727272727273,98.66666666666669,109.27272727272728,0.8,4.0,0.8,2.0,2014-15
21400164,2014-11-19,BKN,0,118,MIL,1,122,10,11,4,6,0.4,0.5454545454545454,100.1,94.0909090909091,0.2,2.0,0.8,1.0,2014-15
21400165,2014-11-19,DET,0,86,PHX,1,88,11,11,3,6,0.2727272727272727,0.5454545454545454,93.0,105.27272727272728,0.2,2.0,0.6,2.0,2014-15
21400166,2014-11-19,TOR,1,96,MEM,0,92,10,11,8,10,0.8,0.9090909090909092,106.0,98.45454545454544,0.8,4.0,0.8,2.0,2014-15
21400167,2014-11-19,MIN,1,115,NYK,0,99,9,12,2,3,0.2222222222222222,0.25,100.55555555555556,95.5,0.0,4.0,0.2,1.0,2014-15
21400168,2014-11-19,DEN,1,107,OKC,0,100,10,12,3,3,0.3,0.25,101.5,88.83333333333333,0.4,2.0,0.2,1.0,2014-15
21400169,2014-11-19,HOU,0,92,LAL,1,98,11,11,9,2,0.8181818181818182,0.1818181818181818,97.8181818181818,102.72727272727272,0.6,2.0,0.2,1.0,2014-15
21400170,2014-11-20,MIA,0,93,LAC,1,110,11,10,6,6,0.5454545454545454,0.6,97.45454545454544,102.8,0.4,3.0,0.6,1.0,2014-15
21400171,2014-11-20,SAC,1,103,CHI,0,88,11,11,6,8,0.5454545454545454,0.7272727272727273,102.54545454545456,102.45454545454544,0.2,2.0,0.6,3.0,2014-15
21400172,2014-11-21,CHA,0,100,ORL,1,105,12,13,4,5,0.3333333333333333,0.3846153846153846,93.91666666666669,96.46153846153848,0.2,2.0,0.6,2.0,2014-15
21400173,2014-11-21,PHI,0,96,PHX,1,122,11,12,0,7,0.0,0.5833333333333334,88.63636363636364,103.83333333333331,0.0,2.0,0.6,2.0,2014-15
21400174,2014-11-21,ATL,1,99,DET,0,89,10,12,5,3,0.5,0.25,102.6,92.41666666666669,0.6,3.0,0.2,2.0,2014-15
21400175,2014-11-21,TOR,1,124,MIL,0,82,11,12,9,7,0.8181818181818182,0.5833333333333334,105.0909090909091,96.41666666666669,0.8,2.0,0.8,2.0,2014-15
21400176,2014-11-21,MEM,1,117,BOS,0,100,12,10,10,4,0.8333333333333334,0.4,97.91666666666669,106.8,0.8,2.0,0.4,2.0,2014-15
21400177,2014-11-21,MIN,0,92,SAS,1,121,10,11,3,7,0.3,0.6363636363636364,102.0,94.72727272727272,0.2,2.0,0.8,2.0,2014-15
21400178,2014-11-21,OKC,0,92,BKN,1,94,13,11,3,4,0.2307692307692307,0.3636363636363636,89.6923076923077,101.72727272727272,0.2,2.0,0.0,2.0,2014-15
21400179,2014-11-21,WAS,1,91,CLE,0,78,10,10,7,5,0.7,0.5,99.0,105.0,0.6,2.0,0.6,2.0,2014-15
21400180,2014-11-21,DAL,1,140,LAL,0,106,12,12,9,3,0.75,0.25,108.91666666666669,102.33333333333331,1.0,2.0,0.4,2.0,2014-15
21400181,2014-11-21,DEN,1,117,NOP,0,97,11,10,4,6,0.3636363636363636,0.6,102.0,104.4,0.6,2.0,0.6,3.0,2014-15
21400182,2014-11-21,GSW,1,101,UTA,0,88,10,12,8,5,0.8,0.4166666666666667,108.6,97.58333333333331,0.6,5.0,0.4,3.0,2014-15
21400183,2014-11-21,POR,1,105,CHI,0,87,11,12,8,8,0.7272727272727273,0.6666666666666666,104.36363636363636,101.25,1.0,4.0,0.6,1.0,2014-15
21400184,2014-11-22,IND,0,83,PHX,1,106,12,13,5,8,0.4166666666666667,0.6153846153846154,91.58333333333331,105.23076923076924,0.8,3.0,0.6,1.0,2014-15
21400185,2014-11-22,ORL,0,92,MIA,1,99,14,12,6,6,0.4285714285714285,0.5,97.07142857142856,97.08333333333331,0.6,1.0,0.2,2.0,2014-15
21400186,2014-11-22,CLE,0,93,TOR,1,110,11,12,5,10,0.4545454545454545,0.8333333333333334,102.54545454545456,106.66666666666669,0.4,1.0,0.8,1.0,2014-15
21400187,2014-11-22,NYK,1,91,PHI,0,83,13,12,3,0,0.2307692307692307,0.0,95.76923076923076,89.25,0.2,3.0,0.0,1.0,2014-15
21400188,2014-11-22,HOU,1,95,DAL,0,92,12,13,9,10,0.75,0.7692307692307693,97.33333333333331,111.3076923076923,0.6,3.0,1.0,1.0,2014-15
21400189,2014-11-22,MIN,0,101,SAC,1,113,11,12,3,7,0.2727272727272727,0.5833333333333334,101.0909090909091,102.58333333333331,0.2,1.0,0.4,2.0,2014-15
21400190,2014-11-22,MIL,0,100,WAS,1,111,13,11,7,8,0.5384615384615384,0.7272727272727273,95.3076923076923,98.27272727272728,0.6,1.0,0.8,1.0,2014-15
21400191,2014-11-22,SAS,1,99,BKN,0,87,12,12,8,5,0.6666666666666666,0.4166666666666667,96.91666666666669,101.08333333333331,0.8,1.0,0.2,1.0,2014-15
